COMPANY_NAME,PT_SEAFOOD_DATABASE_ID,COUNTRY_HQ,MAIN_SEGMENT,SEG_FEED,SEG_FISHING,SEG_AQUACULTURE,SEG_PROCESSING,SEG_WHOLESALE,SEG_RETAIL,SEG_FOODSERVICE,DESCRIPTION,WEBSITE,REVENUE_USD_MN,MARKET_CAP_USD_MN,EBIT_MARGIN,RETURN_ON_EQUITY,ENTERPRISE_VALUE_USD_MN,NET_DEBT_EBITDA,SUSTAINABILITY_ASSESSMENT_CAT1_TRANSPARENCY_SCORE,SUSTAINABILITY_ASSESSMENT_CAT2_OCEAN_HEALTH_SCORE,SUSTAINABILITY_ASSESSMENT_CAT3_MANAGEMENT_GOVERNANCE_SCORE,SUSTAINABILITY_ASSESSMENT_CAT4_FISHING_PRACTICES_SCORE,SUSTAINABILITY_ASSESSMENT_CAT5_COMPLIANCE_ENFORCEMENT_SCORE,SUSTAINABILITY_ASSESSMENT_CAT6_STOCK_SUSTAINABILITY_SCORE,REPORTING_PRECISION,N_DISTINCT_COUNTRIES,N_DISTINCT_SPECIES,SPECIES_CLEAN,REGIONS
THAI UNION GROUP PUBLIC COMPANY LIMITED,ID_233,Thailand,Processing,No,No,No,Yes,No,No,No,Thai Union is a Thailand-based group that specializes in processing and exporting frozen and canned seafood. It is one of the largest producers of processed tuna and shrimp.,http://www.thaiuniongroup.com,3922.767892344,,5.378694478,8.938766599,3508.718949289,4.646775496,3,2,3,2,3,3,0.8152777595,78,71,"Alaska Pollock, Albacore, Albacore Tuna, American Lobster, Anchoveta, Argentinean Red Shrimp, Atlantic Chub Mackerel, Atlantic Cod, Atlantic Herring, Atlantic Mackerel, Atlantic Salmon, Atlantic Seabob, Basa, Bay Scallop, Bigeye Tuna, Capelin, Caribbean Spiny Lobster, Cephalopod, Chilean Mussel, Cichlidae, Cinnabar Goatfish, Clam, Cod, Common Octopus, Crab, European Pilchard, European Sprat, Finfish, Giant River Prawn, Giant Tiger Prawn, Goatfish Spp, Greasyback Shrimp, Haddock, Herring, Indian Oil Sardine, Jonah Crab, Jumbo Flying Squid, Largehead Hairtail, Lobster, Lumpfish, Mackerel, Mahi-Mahi (Common Dolphinfish), New Zealand Green Mussel, Pacific Chub Mackerel, Pacific Cod, Pacific Saury, Pangasius, Pink Salmon, Rainbow Shrimp, Rainbow Troutsteelhead Trout, Red Squat Lobster, Red Swamp Crawfish, Red Swimming Crab (Warty Swimming Crab), Salmon, Scallop, Shellfish, Shrimp, Skipjack Tuna, Snow Crab (Queen Crab), Sockeye Salmon, Swimming Crab (Multispecies), Swordfish, Tilapia, Tuna, Yellowfin Sole, Yellowfin Tuna","Argentina, Australia, Bahamas, Bangladesh, Brazil, Canada, Cape Verde, Chile, China, Cook Islands, Costa Rica, Denmark, Ecuador, Egypt, El Salvador, Estonia, Faroe Islands, Fiji, Finland, France, Germany, Ghana, Greenland, Guyana, Honduras, Iceland, India, Indonesia, Ireland, Ivory Coast, Jamaica, Japan, Kiribati, Latvia, Malaysia, Maldives, Marshall Islands, Mauritania, Mexico, Micronesia, Morocco, Myanmar, Namibia, Nauru, Netherlands, New Zealand, Nicaragua, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Poland, Portugal, Russia, Senegal, Seychelles, Solomon Islands, South Africa, South Korea, Spain, Sri Lanka, Sweden, Taiwan, Thailand, Tokelau, Tuvalu, United Kingdom, United States, Usa, Vanuatu, Venezuela, Vietnam, World"
THE FISHIN COMPANY,ID_234,United States of America,Wholesale/Distribution,Yes,No,No,Yes,No,No,No,"The Fishin Company is a minority-owned seafood importer and distributor based in Munhall, Pennsylvania. It globally sources and sells a range of fresh and frozen seafood, including shrimp, tilapia, cod, salmon, and tuna, along with prepared frozen products like fish sticks and crab cakes.",https://fishincompany.com,,,4.480052,0.163844,,0.3752670391,2,2,2,1,2,3,0.6755075387,8,23,"Ahi Tuna, Atlantic Salmon, Bay Scallops, Cichlidae, Coho Salmon, Grouper, Keta Salmon, King Crab, King Salmon, Mussel, Oreochromis, Pink Salmon, Salmonidae, Sea Scallops, Shrimp, Snapper, Snow Crab, Sockeye Salmon, Steelhead Trout, Sword Fish, Tilapia","Canada, Chile, China, India, Russia (Far East), United Kingdom, Us, Usa"
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,ID_235,Viet Nam,Processing,No,No,Yes,Yes,Yes,Yes,Yes,Thuan Phuoc Fisheries and Trading Joint Stock Company is a Vietnamese producer and exporter of frozen seafood products.,http://www.thuanphuoc.vn,,,,,,,1,1,2,1,2,1,0.8235053127,7,3,"Amadai, Nobashi Shrimp, Vannamei Shrimp","Ben Tre, Vietnam, Da Nang, Vietnam, Hue, Vietnam, Phu Yen, Vietnam, Quang Nam, Vietnam, Quang Tri, Vietnam, Soc Trang, Vietnam"
TIANJIN CHIA TAI,ID_236,China,Feed,Yes,No,No,No,No,Yes,No,"Tianjin Chia Tai, a wholly-owned subsidiary of the Thai multinational Charoen Pokphand Group (Chia Tai Group), is a major domestic producer of compound premix feed, located in the Tianjin Binhai New Area.",http://www.cppremix.cn,,,,,,,2,3,3,0,2,3,,1,0,,China
TOHTO SUISAN CO LTD,ID_237,Japan,Wholesale/Distribution,No,No,No,Yes,Yes,No,No,"Tohto Suisan is a Japanese company specializing in cold storage and wholesaling of marine products, with additional interests in real estate leasing. Its international operations, including fish manufacturing and processing, are managed by its Canadian subsidiary, ATC (Aero Trading Co., Ltd.).",http://www.tohsui.co.jp,692.37344126,28.45105913,2.819602679,9.897366537,137.035001793,-1.402258905,1,1,2,1,1,2,0.7935177377,3,5,"Istiophoridae, Oncorhynchus, Thunnus Albacares, Thunnus Obesus, Thunnus Thynnus","Hokkaido, Japan, Kushiro, Japan, Tokyo, Japan"
TOKYO ICHIBAN FOODS,ID_238,Japan,Integrated,No,Yes,Yes,Yes,Yes,Yes,Yes,"Tokyo Ichiban Foods is a Japanese integrated seafood company involved in farming, processing, and distribution. It also operates restaurants (including Sakana-no-mama and Fuguyoshi Souhonten) and retail outlets.",https://www.tokyo-ichiban-foods.co.jp,49.232692007,16.076855853,2.99787847,2.482487147,35.658072465,2.656630076,1,1,1,0,1,1,0.6613273449,7,7,"Blowfish, Salmon, Squid, Takifugu Rubripes, Thunnus Orientalis, Tuna, Yellowtail","Hirado, Nagasaki, Japan, Koto-Ku, Tokyo, Japan, Nagasaki, New York, Usa, Saiki, Oita, Japan, Tokyo, Tokyo Metropolitan Area, Japan"
TONGWEI FOOD,ID_240,China,Feed,No,No,Yes,Yes,No,Yes,Yes,"Tongwei is a China-based conglomerate focused on the research, development, production, and sale of aquatic products, livestock, and poultry products, operating through multiple subsidiaries.",http://www.tongweifood.cn,12719.980963706,6821.872857973,-7.246901861,-12.799520061,24855.043685952,26.781038924,1,1,2,0,1,1,0.419476327,1,18,"Acipenseridae, Cichlidae, Fish, Mandarin Fish, Mullet, Murray Cod, Salmonidae, Sciaenidae, Sea Bass, Shellfish, Shrimp, Squid, Tilapia",China
TOYO SUISAN KAISHA LIMITED,ID_239,Japan,Integrated,No,No,Yes,Yes,Yes,Yes,No,"Toyo Suisan Kaisha Limited, or Toyo Suisan, is a Japanese food company specializing in a diverse range of processed products, including ramen noodles (Maruchan brand), seafood, and other frozen and refrigerated foods.",https://www.maruchan.co.jp,3381.778741748,4875.710186341,13.606591239,12.825696684,4815.007598533,-2.868823336,2,2,2,1,2,2,0.1802610607,2,20,"Carangidae, Clupeidae, Fish, Gadidae, Nephropidae, Osmeridae, Salmon, Salmonidae, Scomberesocidae, Scombridae, Shellfish, Shrimp, Trout, Unagi Eel","Japan, Usa"
TRIDENT SEAFOODS,ID_241,United States of America,Integrated,No,Yes,No,Yes,Yes,No,No,"Trident Seafoods is North America's largest vertically integrated seafood company, headquartered in Seattle, Washington, primarily focused on commercial fishing and initial processing operations in Alaska.",tridentseafoods.com,,,12.891451,0.291696,,0.7478614892,2,2,2,2,3,3,0.7427727613,19,24,"Alaskan Snow Crab, Alaskan Sockeye Salmon, Chilean Seabass, Cichlidae, Coho Salmon, Flounder/Sole, Gadus Chalcogrammus, Gadus Macrocephalus, Haddock, Halibut, Keta Salmon, King Crab, Oncorhynchus, Pacific (Alaskan) Cod, Pacific Rockfish, Pink Salmon, Shellfish, Shrimp, Steelhead, Swordfish, Tilapia, Wild Alaska Pollock","Alaska, Alaska Peninsula And Aleutian Islands (Area M), Usa, Brazil, China, El Salvador, False Pass, Alaska, Usa (Plant Sold To Silver Bay Seafoods), France, Georgia, Germany, Japan, Kodiak, Alaska, Usa (Plant Sold To Pacific Seafood In Late 2024), Mexico, Minnesota, Netherlands, Saint Paul, Alaska, Usa (Plant Closed Through 2025), Southeast Alaska, Usa, Unalaska, Alaska, Usa (New Plant Construction Delayed), Washington"
TRIPLENINE GROUP AS,ID_242,Denmark,Integrated,Yes,Yes,No,Yes,No,No,No,Triple Nine Group specializes in the manufacturing and sale of fish meal and fish oil.,http://www.999.dk,,,,,,,1,2,2,1,1,3,0.5399974868,7,9,"Ammodytes Marinus, Clupea Harengus, Fish, Platichthys Flesus, Scomber Scombrus, Sprattus Sprattus, Trachinus Draco","Denmark, Fao 27, Ices 3.A, 4 (Skagerrak, Kattegat, And North Sea), Fao Area 27, Ices Divisions 4a-C, North Sea, Skagerrak And Kattegat (Ices In Subarea 4 And Division 3.A), North Sea, Skagerrak And Kattegat, Eastern English Channel (Subarea 4 And 7.D), Northeast Atlantic And Adjacent Waters (Ices Subareas 18 And 14, And In Division 9.A), Skagerrak, Kattegat, Sound, Belt Sea, And Baltic Sea (Subarea Iii) And North Sea (Subarea Iv)"
TSP LIVESTOCK AND DEVELOPMENT CORP,ID_243,Philippines,Feed,No,Yes,No,Yes,Yes,Yes,Yes,"TSP Marine Industries, a subsidiary of TSP Livestock and Development Corporation, is a fully integrated tuna company involved in fishing, processing, wholesale/distribution, retail, and foodservice.",https://tspmi.com.ph,,,,,,,1,1,1,1,1,1,0.1180706003,6,3,"Scombridae, Tuna","Europe, Japan, Papua New Guinea, Philippines, Thailand, Vietnam"
TSUKIJI UOICHIBA COMPANY LIMITED,ID_244,Japan,Wholesale/Distribution,No,No,No,Yes,Yes,No,No,"Tsukiji Uoichiba Company Limited specializes in marine products, with operations including seafood processing and wholesale, refrigerated warehousing, and real estate.",http://www.tsukiji-uoichiba.co.jp,387.807612215,26.36550237,0.06132774569,3.238866397,71.971109989,7.755610973,1,1,2,0,1,1,0.6721207315,2,18,"Katsuwonus Pelamis, Ostreidae, Pagrus Major, Paralichthys Olivaceus, Ruditapes Philippinarum, Salmonidae, Sardinops, Scomber, Seriola, Shellfish, Takifugu, Thunnus, Thunnus Maccoyii, Thunnus Obesus, Trachurus Japonicus","Japan, Tokyo, Japan"
UOKI,ID_245,Japan,Wholesale/Distribution,No,Yes,Yes,Yes,Yes,Yes,Yes,"Uoki is a Japanese food company specializing in the retail sale of fresh seafood, sushi, and prepared foods, and also operates conveyor belt sushi restaurants. The company is based in Fujisawa, Kanagawa, Japan.",uoki.co.jp,65.110797888,9.803068645,0.7340004343,5.001621083,16.155464661,-2.462527313,1,1,1,1,1,1,0.4692070616,1,15,"Anguilla Japonica, Crab, Doederleinia Berycoides, Mackerel, Octopodidae, Octopus, Oncorhynchus, Oyesters, Salmon, Scallops, Scomber Japonicus, Shrimp, Squid, Thunnus, Tuna",Japan
UORIKI,ID_246,Japan,Retail,No,Yes,No,Yes,Yes,Yes,Yes,"Uoriki is a Japan-based company specializing in the retail of fresh fish and sushi, wholesale distribution of fishery products, and operating in the food and beverage sector.",https://www.uoriki-seafoods.com,240.111973988,107.972226367,4.355171663,8.115544731,165.856599141,-5.010653641,1,1,2,1,1,1,1,4,8,"Brama Japonica, Corbicula Japonica, Evistias Acutirostris, Lateolabrax Japonicus, Oncorhynchus Kisutch, Plecoglossus Altivelis, Thunnus Thynnus, Trachurus Japonicus","Hong Kong, Japan, Thailand, Usa"
VAN DER ZWAN,ID_270,Netherlands,Integrated,No,Yes,No,Yes,Yes,No,No,"Van der  Zwan is a Dutch family-owned pelagic fishing company that catches, processes, freezes, and distributes pelagic fish. It is one of the major pelagic freezer‑trawler operators in the Netherlands.",https://wvanderzwan.nl/,,,,,,-0.9230621276,1,1,2,1,2,2,0.4501435882,4,6,"Clupea Harengus, Micromesistius Poutassou, Scomber Scombrus","English Channel, North Atlantic Ocean, North East Atlantic, North Sea"
VICIUNAI UAB,ID_247,Lithuania,Wholesale/Distribution,No,No,No,Yes,Yes,No,No,"Viciunai UAB is a Lithuanian company, established in 1991, specializing in the international transportation of temperature-controlled food products.",http://www.rido.lt,,,,,,,2,2,2,0,2,3,0.3960321255,4,9,"Finfish, Gadus Chalcogrammus, Macruronus Novaezelandiae, Merluccius Productus, Oyster, Salmonidae, Shellfish, Shrimp","Europe, Asia, Usa, Lithuania, Lithuania, Estonia, Lithuania, Estonia, Spain"
VINH HOAN CORP,ID_248,Viet Nam,Integrated,No,Yes,Yes,Yes,No,No,No,"Vinh Hoan Corporation is a Vietnam-based, vertically integrated seafood company specializing in the cultivation, processing, and export of fresh, frozen, and value-added Pangasius products.",http://vinhhoan.com,517.808921894,330.86515047,9.915953471,14.40659296,640.622532834,-0.3728945251,2,2,3,0,1,3,0.8686942788,4,3,"Pangasius, Pangasius Hypophthalmus","China, Europe, United States, Vietnam"
WOOSUNG FEED CO LTD,ID_249,Republic of Korea,Feed,Yes,No,No,No,No,No,No,"Woosung Feed Co.,Ltd. manufactures, supplies, and distributes various feed products for the livestock and aquaculture industries.",http://www.woosungfeed.co.kr,444.630917868,13.892417297,1.417367899,10.29087374,101.917848286,4.926489181,1,1,1,0,1,1,0.4425957524,2,12,"Channidae, Cichlidae, Cyprinidae, Pangasiidae, Penaeus Monodon, Ranidae, Salmonidae","Korea, Vietnam"
WORLD FISHING COMPANY,ID_276,Spain,Integrated,No,Yes,No,Yes,Yes,No,No,"Wofco is a Spanish multinational seafood company headquartered in Vigo that specializes in the production and global trade of fish, shellfish, and cephalopods, with a leading position in Argentine red shrimp. ",https://wofco-ltd.com/en/,,,,,,,2,1,2,1,1,2,0.6804138447,4,2,"Gadus Morhua, Pleoticus Muelleri","Argentina (Patagonia), Northeast Atlantic (Fao 27), Northwest Atlantic (Fao 21), Southwest Atlantic (Fao 41)"
XINJIAN GROUP,ID_250,China,Processing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Xinjian Group is a state-owned enterprise involved in aquaculture, seed cultivation, feed processing, fish product processing and sales, as well as agriculture, tourism and catering services.",http://ylxjzy.com,,,,,,,1,1,1,0,0,1,0.626376135,3,16,"Acipenser, Bearded Catfish, Bighead Carp, California Bass, Carp, Cichlidae, Freshwater Grouper, Herring, Largemouth Catfish, Puffed Fish, Scylla Serrata, Shellfish, Tilapia, Wasp Fish, Yellow Catfish","Xinjiang, Xinjiang (First Division, Aral City), Xinjiang (Seventh Division, 124th Regiment, Wusu)"
XINJIANG TIANYUN ORGANIC AGRICULTURE CO LTD,ID_251,China,Processing,No,No,Yes,Yes,Yes,Yes,Yes,"Xinjiang Tianyun Organic Agriculture Co., Ltd. is a Chinese company established in 2014 in Nilek County, Xinjiang, specializing primarily in the farming, processing, storage, and transportation of salmon.",https://tianyunsanwenyu.cn,,,,,,,1,2,1,0,1,1,0.5046401358,9,2,"Oncorhynchus Mykiss, Salmon","Central Asian States, China, Denmark, Eastern Europe, Europe, Kazakhstan, Middle East, Southeast Asia, United States"
YAIZU TUNA FISHERIES,ID_252,Japan,Fishing,No,Yes,No,Yes,Yes,Yes,No,"Yaizu Tuna operates six distant‑water tuna longliners targeting southern bluefin, bigeye and yellowfin tuna, mainly in the Pacific and Indian oceans.",https://yaizumaguro.com,,,,,,,1,1,1,1,1,1,0.1428565714,1,6,"Bigeye Tuna, Southern Bluefin Tuna, Thunnus Albacares, Thunnus Maccoyii, Thunnus Obesus, Yellowfin Tuna","Pacific Ocean, Indian Ocean"
YAMAE HISANO CO LTD,ID_253,Japan,Wholesale/Distribution,No,No,No,Yes,Yes,Yes,Yes,"This company is a wholesale distributor specializing in processed food, frozen goods, grains, alcoholic beverages, feed, timber, and construction materials. It also operates food processing facilities for fresh vegetables, producing ready-to-sell side dishes for convenience stores and major retailers, and maintains a cooperative delivery and timber processing system.",http://www.yamaehisano.com,4928.80802654,291.591957217,1.941303445,10.812518696,926.795137375,2.800022483,1,1,2,1,1,1,0.4126617865,2,12,"Alaska Pollock Roe, Bonito, Katsuwonus Pelamis, Kelp, Mackerel, Oyster, Sardines, Scallop, Seaweed, Shrimp, Wakame, Yellowtail","Deep-Sea (Location Unspecified), Japan"
YOKOHAMA GYORUI,ID_254,Japan,Wholesale/Distribution,No,Yes,No,Yes,Yes,Yes,Yes,"Yokohama Gyorui is a Japanese food company, established in 1950, specializing in the production and sale of processed seafood products.",http://www.yokohamagyorui.co.jp,131.639527061,14.268033518,0.6196743948,7.184333603,21.825003068,-1.107835453,1,1,1,1,2,1,0.6175236599,1,17,"Bigeye Tuna, Bonito, Flying Fish, Indian Tuna, Japanese Anchovy, Mackerel, Octopodidae, Octopus, Salmon, Sardines, Scabbard Fish, Scallop, Shell Fish, Shrimp, Snow Crab, Squid",Yokohama City
YOKOHAMA MARUUO CO LTD,ID_255,Japan,Wholesale/Distribution,No,No,No,No,Yes,No,No,"Yokohama Maruuo Co., Ltd. is a Japanese company specializing exclusively in the wholesale distribution of marine products.",http://www.yokohama-maruuo.co.jp,255.104142855,19.426974386,0.6902725445,2.878291347,26.99808633,-4.61243416,1,1,2,0,1,2,0.3068876016,1,3,"Oncorhynchus, Seriola, Thunnus",Japan
YOKOHAMA REITO LTD,ID_256,Japan,Wholesale/Distribution,No,No,No,No,Yes,No,No,"Yokohama Reito Group is a diversified business involved in the aquaculture, processing, warehousing, and distribution of marine, livestock, and other food products. Its operations include refrigerated storage, food sales (processing and distribution), and real estate leasing.",http://www.yokorei.co.jp,807.854899182,272.705254459,4.028393386,5.239494035,1025.752184741,7.930309914,2,1,1,1,1,2,,0,3,"Crab, Salmon, Shrimp",
YONKYU CO LTD,ID_257,Japan,Integrated,Yes,No,Yes,Yes,Yes,No,No,"This company specializes in the integrated seafood value chain, encompassing feed production, fish farming, and the sale of processed fish. It also maintains a division for general cargo transportation.",http://www.yonkyu.co.jp,312.104050468,,4.30914305,4.454718069,,-4.883172932,2,2,2,0,1,1,0.8665080784,3,8,"Amberjack, Anguilla Japonica, Bluefin Tuna, Buri, Finfish, Seriola Lalandi, Thunnus Orientalis, Yellowtail","China, Japan, Korea"
YOSHIMURA FOOD HOLDINGS KK,ID_258,Japan,Processing,No,Yes,Yes,Yes,Yes,Yes,Yes,"Yoshimura Food Holdings KK is a holding company overseeing 27 food-related subsidiaries, with 14 of those specializing in seafood.",https://www.y-food-h.com,347.562192089,96.375868037,4.880979688,12.706617859,368.494835304,5.061087798,2,1,2,1,1,1,0.4541792114,2,41,"Abalone, Alaska Pollack, Anchovy, Ayu, Black Cod, Bonito, Crab, Crawfish, Flying Fish, Grouper, Herring, Hijiki, Lobsters, Mackerel, Mussel, Octopodidae, Octopus, Oyster, Pectinidae, Prawn, Salmon, Salmonidae, Scallop, Scombridae, Sea Cucumber, Shark Fin, Shellfish, Shrimp, Sole Fish, Sprat, Squid, Threadfin, Tilefish, Trout, Tuna, Wakame, Walleye Pollack, Yellowtail","Hokkaido, Japan, Japan"
YOUNG'S SEAFOOD LTD,ID_259,United Kingdom,Processing,No,No,No,Yes,No,No,No,"Young's Seafood Ltd., a subsidiary of Karro Foods Group Limited, specializes in processing and distributing seafood products.",http://www.youngseafoods.co.uk,,,,,,-0.2414860681,1,2,3,1,2,3,0.7966071805,1,23,"Alaska Pollock, Atlantic Salmon, Basa, Cape Hake, Cod, Coley, Gadus Morhua, Herring, King Prawn, Langoustine, Lemon Sole, Mackerel, Melanogrammus Aeglefinus, Nephrops Norvegicus, Oncorhynchus Gorbuscha, Pacific Cod, Pink Salmon, Plaice, Seabass, Shellfish, Tiger Prawn",United Kingdom
YUTAKA FOODS CORP,ID_260,Japan,Processing,No,No,No,Yes,No,Yes,Yes,"Yutaka Foods Corporation, established in 1919 and based in Chita, Japan, is a food processing company specializing in a diverse range of products including liquid seasonings, powdered foods, chilled foods, and instant noodles.",https://www.yutakafoods.co.jp,91.195998007,20.303270754,4.252390611,2.095459837,43.439738606,-5.366361366,1,1,1,1,1,1,0.4600023913,1,10,"Anguilla Japonica, Bonito, Kelp, Mackerel, Octopodidae, Octopus, Oyster, Salmon, Tuna, Yellowtail",Japan
ZHANJIANG GUOLIAN AQUATIC PRODUCTS CO LTD,ID_261,China,Aquaculture,No,No,Yes,Yes,No,No,No,"Zhanjiang Guolian Aquatic Products Company Limited is a Chinese company focused on the seafood supply chain, including research, breeding, processing, trading, and export. It also supplies aquatic seeds and feed products.",http://www.gl-fish.com,471.011568817,,-18.340918278,-33.63717774,761.984848427,-2.148465787,1,1,1,0,1,1,0.7520573264,5,9,"Lithodidae, Pangasianodon Hypophthalmus, Penaeus Monodon, Perna Canaliculus, Pleoticus Muelleri, Shellfish","Argentina, China, New Zealand, Saudi Arabia, United States"
ZHEJIANG OCEAN FAMILY,ID_262,China,Integrated,No,Yes,No,Yes,Yes,Yes,Yes,"Zhejiang Ocean Family Co., Ltd. is a vertically integrated seafood company specializing in ocean fishing, aquatic product processing, import/export trade, and domestic marketing.",http://www.zheyu.cn,,,,,,,1,1,1,1,1,2,0.7022196923,9,15,"Albacore, Albacore Tuna, Argentinian Squid, Bigeye Tuna, Peru Squid, Scombridae, Shellfish, Shrimp, Skipjack, Skipjack Tuna, Squid, Sward Fish, Yellowfin Tuna","Argentina, China, Indian Ocean, Japan, Kiribati, Pacific Ocean, Southwest Atlantic Ocean, Usa, Vanuatu"
ZHEJIANG XINGWANG AQUATIC GROUP CO LTD,ID_263,China,Processing,No,Yes,Yes,Yes,Yes,No,Yes,"Zhejiang Xingwang Aquatic Group Co., Ltd. is a China-based, vertically integrated company specializing in ocean fishing, refrigerated transportation, offshore cold chain processing, warehousing, logistics, seafood deep processing, deep-sea aquaculture, and urban distribution.",http://www.zjxwgroup.com,,,,,,,1,1,1,1,1,1,0.5865820962,3,18,"Bigeye Tuna, Black Pomfret, Bonito, Clupeidae, Gun Squid, Katsuwonus, Mackerel, Nine-Section Shrimp, Sciaenidae, Scomberomorus, Scombridae, Swimming Crab, Tuna, White Pomfret, Yellowfin Tuna","China, Malaysia, South Korea"
ZHEJIANG ZHOUPU OCEAN FISHERIES,ID_298,China,Fishing,No,Yes,No,Yes,Yes,No,No,"Zhejiang Zhoupu Ocean Fisheries Co., Ltd. is a privately owned Chinese distant‑water squid fishing company based in Zhejiang Province. The firm owns multiple industrial squid‑jigging vessels active on the high seas.",no website,,,,,,,1,1,1,1,1,1,0.8211226055,3,3,"Dosidicus Gigas, Illex Argentinus","Argentina, Pacific, Peru"
ZHONGSHAN PRESIDENT ENTERPRISES CO LTD,ID_264,China,Feed,Yes,No,No,No,No,Yes,No,"Zhongshan President Enterprises Co., Ltd., a subsidiary of the Taiwanese food conglomerate Uni-President Enterprises Corporation, is a Chinese company established in 1995 specializing in the production of agricultural feed and ornamental fish food.",,,,,,,,1,1,2,0,1,1,0.6783555651,1,11,"California Sea Bass, Fugu, Grouper, Monodon Shrimp, Penaeus  Shrimp, Prawn, Rainbow Trout, Sea Bass, Shellfish, White Shrimp",China
ZHONGYANG GROUP,ID_265,China,Processing,Yes,No,Yes,Yes,Yes,Yes,Yes,"Zhongyang Group is a diversified Chinese industrial conglomerate with operations in fisheries, food, real estate, and biotechnology, maintaining dual headquarters in Jiangsu and Shanghai. Its history traces back to a 1952 fishery group and a state-owned aquatic products company from the late 1970s.",https://www.zy.com.cn,,,,,,,1,1,1,0,1,1,0.4840537934,14,41,"American Catfish, Anchovy, California Sea Bass, Cephalopod, Cichlidae, Clupeidae, Cod, Crab, Crayfish, Eels, Gentian Grouper, Hairtail, Jellyfish, Knife, Loach, Lobster, Lugworms, Macrobrachium Rosenbergii, Pangasius, Perch, Prawn, Puffer Fish, Salmon, Scombridae, Shad, Shellfish, Shrimp, Snakehead, Sturgeon Fish, Swordfish, Tilapia, Trachinotus Ovatus, Trichiuridae, Vannamei Shrimp, White Shrimp, Yellow Catfish","Europe, European Union, Hong Kong, Iran, Japan, Macao, Malaysia, Mozambique, Pacific Ocean, South Korea, Southeast Asia, Taiwan, United States, Yangjiang, Guangdong, China"
ZHOUSHAN HUAYING OCEAN FISHERIES,ID_299,China,Fishing,No,Yes,No,Yes,No,No,No,"Zhoushan Huaying Ocean Fisheries Co., Ltd. is a privately owned Chinese distant‑water fishing company based in Zhoushan, Zhejiang, operating around six large industrial vessels in the global squid fleet and ranking among China’s top 30 distant‑water operators by revenue. ",no website,,,,,,,1,1,2,1,2,1,0.1178516016,2,2,Ommastrephidae,"North Pacific Ocean, Southeast Pacific Ocean"
ZHOUSHAN JIADE INTERNATIONAL FISHERIES,ID_300,China,Fishing,No,Yes,No,Yes,Yes,No,No,"Zhoushan Jiade International Fisheries Co., Ltd. is a privately owned Chinese distant‑water fishing company based in Dinghai, Zhoushan, Zhejiang, operating around seven large industrial vessels",no website,,,,,,,1,1,1,1,1,1,0.0409633983,1,2,Shellfish,Southwest Atlantic Ocean (High Seas Near Argentina)
ZHOUSHAN PUTUO HUAXING AQUATIC PRODUCT CO LTD,ID_266,China,Processing,No,No,No,Yes,Yes,Yes,Yes,"Zhoushan Putuo Huaxing Aquatic Product Co. Ltd. is a Chinese seafood processing company focused on exporting various aquatic products to international markets, including Japan and South Korea.",,,,,,,,1,1,1,1,1,1,0.5059504258,2,21,"Branchiostegus Japonicus, Cod, Conger Myriaster, Crab, Flounder, Groundfish, Halibut, Herring, King Crab, Lepidotrigla Microptera, Octopus, Pacific Ocean Perch, Rockfish, Salmon, Shellfish, Shrimp, Sockeye, Sockeye Salmon, Sole, Tuna","China, Japan, South Korea"
ZONECO GROUP CO LTD,ID_267,China,Integrated,No,Yes,Yes,Yes,Yes,No,No,"Zoneco Group Co Ltd is a China-based company involved in the entire aquatic product value chain, encompassing breeding, cultivation, processing, trading, and distribution, along with providing transportation services.",http://www.zhangzidao.com,218.502455863,,-1.503584208,-33.778841338,555.511996956,23.087356345,1,1,1,1,1,1,0.4268913796,1,12,"Abalone, Apostichopus Japonicus, Boston Lobster, Conch, Haliotis, Oyster, Salmon, Scallop, Sea Cucumber, Sea Snail, Sea Urchin, Squid","Dalian, Yellow Sea, China"
